FILENAME,DISEASE,RIDGE STRENGTH,SPOT COUNT,THICKNESS RATION
Acral Lentiginous Melanoma\29Screenshot 2025-10-26 000935.png,Acral Lentiginous Melanoma,487.72759720561316,1,1.0
Acral Lentiginous Melanoma\2Screenshot 2025-10-25 233903.png,Acral Lentiginous Melanoma,505.3565422229348,2,1.0
Acral Lentiginous Melanoma\30Screenshot 2025-10-26 001019.png,Acral Lentiginous Melanoma,321.87215579345485,3,1.1649484536082475
Acral Lentiginous Melanoma\31Screenshot 2025-10-26 001045.png,Acral Lentiginous Melanoma,549.5921708266618,6,1.5625
Acral Lentiginous Melanoma\32Screenshot 2025-10-26 001730.png,Acral Lentiginous Melanoma,387.0965443921374,4,1.6547619047619047
Acral Lentiginous Melanoma\33Screenshot 2025-10-26 001849.png,Acral Lentiginous Melanoma,376.76356199784533,1,1.0
Acral Lentiginous Melanoma\34Screenshot 2025-10-26 002106.png,Acral Lentiginous Melanoma,584.8165249563156,4,1.0419580419580419
Acral Lentiginous Melanoma\35Screenshot 2025-10-26 002156.png,Acral Lentiginous Melanoma,375.5458439861762,4,1.0
Acral Lentiginous Melanoma\3Screenshot 2025-10-25 233951.png,Acral Lentiginous Melanoma,527.3096799658194,6,2.027027027027027
Acral Lentiginous Melanoma\4Screenshot 2025-10-25 234053.png,Acral Lentiginous Melanoma,682.6525088366152,5,1.0204081632653061
Acral Lentiginous Melanoma\5Screenshot 2025-10-25 234132.png,Acral Lentiginous Melanoma,604.2189502465588,2,0.96
Acral Lentiginous Melanoma\6Screenshot 2025-10-25 234201.png,Acral Lentiginous Melanoma,816.1365460457961,13,1.094890510948905
Acral Lentiginous Melanoma\7Screenshot 2025-10-25 234240.png,Acral Lentiginous Melanoma,477.98440816928513,4,0.94
Acral Lentiginous Melanoma\8Screenshot 2025-10-25 234305.png,Acral Lentiginous Melanoma,465.321347165915,4,1.0
Acral Lentiginous Melanoma\9Screenshot 2025-10-25 234403.png,Acral Lentiginous Melanoma,463.7051569923896,8,1.0
Beau’s Lines\23_PNG_compressed_jpg.rf.7d40e87b9a4bc8cad436f7f47e460358.jpg,Beau’s Lines,243.06290616860176,2,0.8733333333333333
Beau’s Lines\24_PNG_emboss_jpg.rf.2dfb3407b5a44724d2b7aa4076c98b5c.jpg,Beau’s Lines,302.5105255193192,11,1.3513513513513513
Beau’s Lines\25_PNG_compressed_jpg.rf.7d0c51e36999b751b455604d582c3e3a.jpg,Beau’s Lines,399.14161590672416,6,1.0869565217391304
Beau’s Lines\26_PNG_compressed_jpg.rf.57e5d86689e873e80f8f4ef58e3e022e.jpg,Beau’s Lines,190.7178044457789,6,0.41333333333333333
Beau’s Lines\28_PNG_compressed_jpg.rf.0a5919329940b1a69c8bf3334668f6e7.jpg,Beau’s Lines,375.5337823361864,1,0.937984496124031
Beau’s Lines\30_PNG_emboss_jpg.rf.3a20ae6a4bacc8eebfbeec4a4a4337b7.jpg,Beau’s Lines,343.8668248640806,5,1.0638297872340425
Beau’s Lines\34_PNG_compressed_jpg.rf.45fd44552ae04411538d81e82aa35576.jpg,Beau’s Lines,654.4849982141942,10,0.8387096774193549
Beau’s Lines\35_PNG_compressed_jpg.rf.06c4f0a77bfa92da145253078d2d275c.jpg,Beau’s Lines,328.8086906213749,1,1.0
Beau’s Lines\36_PNG_compressed_jpg.rf.36dce270e1c33e491eabda2d23850e6c.jpg,Beau’s Lines,368.0616898682957,6,0.9933333333333333
Beau’s Lines\37_PNG_compressed_jpg.rf.74e818164ebe9e9f7975f9736f04d464.jpg,Beau’s Lines,503.07362180842574,7,0.6866666666666666
Beau’s Lines\38_PNG_compressed_jpg.rf.54514af306a020fa5ed3239fe8e25606.jpg,Beau’s Lines,487.13966556898464,5,0.9933333333333333
Beau’s Lines\39_PNG_compressed_jpg.rf.1fcb7bdaa452995345e43b73fcb9403a.jpg,Beau’s Lines,582.911389021032,3,1.0638297872340425
Beau’s Lines\40_PNG_compressed_jpg.rf.01da1c88d9fde1aa2394a582f311233b.jpg,Beau’s Lines,407.10558511068854,1,0.9866666666666667
Beau’s Lines\41_PNG_emboss_jpg.rf.66add5ed03f162dcec22e13052c7dbef.jpg,Beau’s Lines,428.5055943320639,1,0.9733333333333334
Beau’s Lines\42_PNG_compressed_jpg.rf.651a31a22f2cf19a189f1a52a58259e1.jpg,Beau’s Lines,475.40132223198464,2,1.121212121212121
Beau’s Lines\Beau-s_lines_compressed_jpg.rf.10408a75b6933a99431cc71aa22a38bd.jpg,Beau’s Lines,481.36182671086647,3,1.8823529411764706
Beau’s Lines\Screenshot 2025-10-25 222258.png,Beau’s Lines,646.2929603652348,5,1.1203007518796992
Beau’s Lines\Screenshot 2025-10-25 222320.png,Beau’s Lines,473.121054630988,1,1.0642857142857143
Beau’s Lines\Screenshot 2025-10-25 222333.png,Beau’s Lines,465.9798224263378,1,1.1538461538461537
Beau’s Lines\Screenshot 2025-10-25 222421.png,Beau’s Lines,507.5347549274165,8,0.4266666666666667
Beau’s Lines\Screenshot 2025-10-25 222428.png,Beau’s Lines,478.6973005092347,1,0.9862068965517241
Beau’s Lines\Screenshot 2025-10-25 222444.png,Beau’s Lines,599.0499841849302,4,0.9166666666666666
Beau’s Lines\Screenshot 2025-10-25 222518.png,Beau’s Lines,411.1000527925895,12,1.0708661417322836
Beau’s Lines\Screenshot 2025-10-25 222529.png,Beau’s Lines,760.4821691183504,33,1.0740740740740742
Beau’s Lines\Screenshot 2025-10-25 222538.png,Beau’s Lines,552.4983500813297,1,1.1487603305785123
Beau’s Lines\beaus-lines-11_compressed_jpg.rf.97396fd332c15dfbc4a4ea78ec71ea0a.jpg,Beau’s Lines,258.9983942937227,1,1.3541666666666667
Beau’s Lines\beaus-lines-12_gauss_jpg.rf.d45d29511f2dc88b2853bcfb322886f8.jpg,Beau’s Lines,529.0407414367613,1,0.9066666666666666
Beau’s Lines\beaus-lines-13_hflip_jpg.rf.76de304ae9e0761d10a0bf779f54c002.jpg,Beau’s Lines,542.0776666315614,2,1.0
Beau’s Lines\beaus-lines-14_compressed_jpg.rf.d22d45a09beab990154ac3480dc8b0ea.jpg,Beau’s Lines,527.2012185830873,1,0.96
Beau’s Lines\beaus-lines-4_gauss_jpg.rf.3571aaab31866114e51c25a0975d1238.jpg,Beau’s Lines,488.2311151457833,1,0.9710144927536232
Beau’s Lines\beaus-lines-5_compressed_jpg.rf.6ad0cb9b2322196d5495a67c94ad678e.jpg,Beau’s Lines,395.8363730989153,1,1.1029411764705883
Beau’s Lines\beaus-lines-6_emboss_jpg.rf.3af1c730811f57e5c21977448f8d5d39.jpg,Beau’s Lines,489.0680346929575,1,0.9411764705882353
Beau’s Lines\beaus-lines-7_compressed_jpg.rf.e0747cd02dad164cf812a717b0c7a532.jpg,Beau’s Lines,393.3068893285508,1,0.8540145985401459
Beau’s Lines\beaus-lines-8_emboss_jpg.rf.5dbfa1cfecb56cc9de86588ee2e22642.jpg,Beau’s Lines,340.02550817169725,1,0.9014084507042254
Beau’s Lines\beaus-lines-9_emboss_jpg.rf.6fac7c0f4d935e252fa9130070705b96.jpg,Beau’s Lines,630.3626028645872,2,1.094890510948905
Bluish Nail\Screenshot 2025-10-25 215433.png,Bluish Nail,421.8734093578509,1,1.0
Bluish Nail\Screenshot 2025-10-25 215440.png,Bluish Nail,379.4244317799955,4,1.0
Bluish Nail\Screenshot 2025-10-25 215512.png,Bluish Nail,349.24297173310384,3,0.9504132231404959
Bluish Nail\Screenshot 2025-10-25 215521.png,Bluish Nail,308.74780248193184,2,1.3508771929824561
Bluish Nail\Screenshot 2025-10-25 215529.png,Bluish Nail,275.71157940689335,2,1.0
Bluish Nail\Screenshot 2025-10-25 215734.png,Bluish Nail,267.3894877670069,5,0.9513888888888888
Bluish Nail\Screenshot 2025-10-25 215756.png,Bluish Nail,342.51763446232354,7,1.0757575757575757
Bluish Nail\Screenshot 2025-10-25 215813.png,Bluish Nail,277.07535274558876,3,0.9066666666666666
Bluish Nail\Screenshot 2025-10-25 215847.png,Bluish Nail,351.3814235046396,10,1.2195121951219512
Bluish Nail\Screenshot 2025-10-25 215855.png,Bluish Nail,301.9982415052044,3,1.4675324675324675
Bluish Nail\Screenshot 2025-10-25 215911.png,Bluish Nail,445.946696273182,11,0.9416058394160584
Bluish Nail\Screenshot 2025-10-25 215934.png,Bluish Nail,287.19661109802735,5,1.2990654205607477
Bluish Nail\Screenshot 2025-10-25 220003.png,Bluish Nail,382.73006295061913,3,1.048
Bluish Nail\Screenshot 2025-10-25 220017.png,Bluish Nail,338.16042004385366,2,1.3125
Bluish Nail\Screenshot 2025-10-25 220028.png,Bluish Nail,321.41976788783904,3,1.0
Bluish Nail\Screenshot 2025-10-25 220047.png,Bluish Nail,352.0277781292959,8,1.1274509803921569
Bluish Nail\Screenshot 2025-10-25 220104.png,Bluish Nail,355.1117062017848,7,0.9666666666666667
Bluish Nail\Screenshot 2025-10-25 220124.png,Bluish Nail,338.90219478890083,2,0.9466666666666667
Bluish Nail\Screenshot 2025-10-25 220136.png,Bluish Nail,244.85600424399013,1,1.0
Bluish Nail\Screenshot 2025-10-25 220146.png,Bluish Nail,471.6594899558336,1,1.1538461538461537
Bluish Nail\Screenshot 2025-10-25 220339.png,Bluish Nail,304.6555192821182,7,1.0
Bluish Nail\Screenshot 2025-10-25 220450.png,Bluish Nail,420.6550675691158,4,0.9318181818181818
Bluish Nail\Screenshot 2025-10-25 220528.png,Bluish Nail,372.62223971515687,1,0.9395973154362416
Bluish Nail\Screenshot 2025-10-25 220638.png,Bluish Nail,459.6386340301846,1,1.088
Bluish Nail\Screenshot 2025-10-25 220644.png,Bluish Nail,391.78075669056705,4,1.1904761904761905
Bluish Nail\Screenshot 2025-10-25 220833.png,Bluish Nail,396.71470935692497,5,0.32
Bluish Nail\Screenshot 2025-10-25 220918.png,Bluish Nail,330.82785354126645,3,1.4285714285714286
Bluish Nail\Screenshot 2025-10-25 220954.png,Bluish Nail,412.7228740428926,19,0.98
Bluish Nail\Screenshot 2025-10-25 221029.png,Bluish Nail,300.8751169836271,3,1.0
Bluish Nail\Screenshot 2025-10-25 221123.png,Bluish Nail,480.11627551656744,3,1.134453781512605
Bluish Nail\Screenshot 2025-10-25 221230.png,Bluish Nail,577.6773262588574,7,1.1896551724137931
Bluish Nail\Screenshot 2025-10-25 221316.png,Bluish Nail,296.7227520899812,10,0.7565217391304347
Bluish Nail\Screenshot 2025-10-25 221456.png,Bluish Nail,365.53025879823366,1,1.0275862068965518
Bluish Nail\Screenshot 2025-10-25 221625.png,Bluish Nail,394.716473188267,2,1.0866141732283465
Bluish Nail\Screenshot 2025-10-25 221634.png,Bluish Nail,310.60608170179006,1,1.0
Clubbing\Screenshot 2025-10-25 215510.png,Clubbing,386.6986349136043,3,1.1363636363636365
Clubbing\Screenshot 2025-10-25 215517.png,Clubbing,541.8884767300037,3,1.0
Clubbing\Screenshot 2025-10-25 215524.png,Clubbing,554.5568804538661,4,1.0
Clubbing\Screenshot 2025-10-25 215530.png,Clubbing,457.2169233238722,2,1.0
Clubbing\Screenshot 2025-10-25 215537.png,Clubbing,387.1793344963418,2,1.1904761904761905
Clubbing\Screenshot 2025-10-25 215549.png,Clubbing,706.3138003230018,4,1.0
Clubbing\Screenshot 2025-10-25 215738.png,Clubbing,628.7242389279488,6,0.8382352941176471
Clubbing\Screenshot 2025-10-25 215746.png,Clubbing,451.6356566184337,6,0.7066666666666667
Clubbing\Screenshot 2025-10-25 215751.png,Clubbing,436.4779204211934,1,1.0
Clubbing\Screenshot 2025-10-25 215805.png,Clubbing,579.1834627268435,2,1.4024390243902438
Clubbing\Screenshot 2025-10-25 215812.png,Clubbing,347.29278012859703,4,1.0
Clubbing\Screenshot 2025-10-25 215825.png,Clubbing,505.30844751392556,1,1.0
Clubbing\Screenshot 2025-10-25 215831.png,Clubbing,664.4184208033828,1,0.9733333333333334
Clubbing\Screenshot 2025-10-25 215844.png,Clubbing,462.92778156734977,4,1.1278195488721805
Clubbing\Screenshot 2025-10-25 215850.png,Clubbing,500.52659746168837,3,0.5866666666666667
Clubbing\Screenshot 2025-10-25 215920.png,Clubbing,361.81296717138804,8,0.717741935483871
Clubbing\Screenshot 2025-10-25 220024.png,Clubbing,619.6298566997956,1,1.056338028169014
Clubbing\Screenshot 2025-10-25 220034.png,Clubbing,517.8776994110721,3,0.6702127659574468
Clubbing\Screenshot 2025-10-25 220039.png,Clubbing,481.62937449030636,5,1.0
Clubbing\Screenshot 2025-10-25 220054.png,Clubbing,673.2292669486145,1,0.8478260869565217
Clubbing\Screenshot 2025-10-25 220136.png,Clubbing,463.3709151814055,4,1.0
Clubbing\Screenshot 2025-10-25 220145.png,Clubbing,495.10198566316177,3,0.8933333333333333
Clubbing\Screenshot 2025-10-25 220151.png,Clubbing,539.3086111955508,2,1.0
Clubbing\Screenshot 2025-10-25 220202.png,Clubbing,411.3870960323508,1,0.6423357664233577
Clubbing\Screenshot 2025-10-25 220212.png,Clubbing,308.965886345942,5,1.7826086956521738
Clubbing\Screenshot 2025-10-25 220222.png,Clubbing,691.1440896397852,12,0.76
Clubbing\Screenshot 2025-10-25 220233.png,Clubbing,546.9743344961101,29,0.86
Clubbing\Screenshot 2025-10-25 220245.png,Clubbing,609.6562900174627,7,0.9933333333333333
Clubbing\Screenshot 2025-10-25 220314.png,Clubbing,321.43920908384547,2,0.424
Clubbing\Screenshot 2025-10-25 220557.png,Clubbing,624.5254915440815,8,0.9259259259259259
Clubbing\Screenshot 2025-10-25 220614.png,Clubbing,526.414003412814,8,1.034965034965035
Clubbing\Screenshot 2025-10-25 220627.png,Clubbing,302.3023702792908,2,0.5933333333333334
Clubbing\Screenshot 2025-10-25 220636.png,Clubbing,336.5851156389418,6,0.8601398601398601
Clubbing\Screenshot 2025-10-25 220649.png,Clubbing,315.1250844949584,6,1.1111111111111112
Clubbing\Screenshot 2025-10-25 220700.png,Clubbing,324.28667987884654,8,0.8881118881118881
Healthy Nail\Screenshot 2025-10-25 223429.png,Healthy Nail,419.7867385875748,3,1.0140845070422535
Healthy Nail\Screenshot 2025-10-25 223438.png,Healthy Nail,352.4062690065853,3,0.9370629370629371
Healthy Nail\Screenshot 2025-10-25 223447.png,Healthy Nail,347.1844718673942,2,1.182608695652174
Healthy Nail\Screenshot 2025-10-25 223459.png,Healthy Nail,555.2831498431277,3,1.0
Healthy Nail\Screenshot 2025-10-25 223514.png,Healthy Nail,503.415192928345,5,1.0708661417322836
Healthy Nail\Screenshot 2025-10-25 223531.png,Healthy Nail,438.1079803867136,1,0.9733333333333334
Healthy Nail\Screenshot 2025-10-25 223541.png,Healthy Nail,404.9775044323882,1,1.1550387596899225
Healthy Nail\Screenshot 2025-10-25 223558.png,Healthy Nail,192.3285394817594,6,1.0222222222222221
Healthy Nail\Screenshot 2025-10-25 223607.png,Healthy Nail,210.4011805756388,2,1.0
Healthy Nail\Screenshot 2025-10-25 223625.png,Healthy Nail,614.8226885682072,6,1.180327868852459
Healthy Nail\h117_png_jpg.rf.9bdbc98ad2fc4a62ee0ee271a2b21899.jpg,Healthy Nail,537.0234932100938,2,0.9712230215827338
Healthy Nail\h122_png_jpg.rf.cb3997d22b151989b24664e26cabb9ea.jpg,Healthy Nail,368.79138760322,2,1.1278195488721805
Healthy Nail\h123_png_jpg.rf.5fe68efc8be11a40f56bbe8068aca536.jpg,Healthy Nail,433.15037313559776,4,1.1964285714285714
Healthy Nail\h127_png_jpg.rf.36b57651e95a17d14019d292d4d0153a.jpg,Healthy Nail,394.3670305439631,3,1.0
Healthy Nail\h130_png_jpg.rf.b9ee84e258dea1a4745499bee9f5390f.jpg,Healthy Nail,606.4323485700967,5,1.0214285714285714
Healthy Nail\h144_png_jpg.rf.9b2c8bbb71a55e6b7b563d25e4dca89c.jpg,Healthy Nail,434.0181101021449,4,1.0
Healthy Nail\h161_png_jpg.rf.392f46257344862d071f5aac09c2d31d.jpg,Healthy Nail,283.7972253488703,2,0.9310344827586207
Healthy Nail\h164_png_jpg.rf.f9a4db3098eed046a48ee9d34220ffc8.jpg,Healthy Nail,441.0558099047699,4,1.1229508196721312
Healthy Nail\h170_png_jpg.rf.a3d8557f0c476b106ac144c3ed9d3ced.jpg,Healthy Nail,353.6934808265888,1,1.0
Healthy Nail\h174_png_jpg.rf.715e87dd36d31f17956d88677e2d119b.jpg,Healthy Nail,485.36486373094124,3,0.8561643835616438
Healthy Nail\h178_png_jpg.rf.efa64ad7d51985b393a9b8714c314a09.jpg,Healthy Nail,373.10171586676114,3,0.8466666666666667
Healthy Nail\h183_png_jpg.rf.1456baedfb180ecb7b1432f44971d690.jpg,Healthy Nail,629.3947878611777,10,1.0866141732283465
Healthy Nail\h187_png_jpg.rf.4cab7ec002d9b8fd9966c158cfa3c635.jpg,Healthy Nail,737.1919410562444,2,1.0416666666666667
Healthy Nail\h190_png_jpg.rf.dc733905ad379e8310037561567f83ac.jpg,Healthy Nail,681.9465824293609,1,0.9266666666666666
Healthy Nail\h199_png_jpg.rf.d983f71587da0f9f3778aa03ea8e10a3.jpg,Healthy Nail,256.7816982812569,5,1.0
Healthy Nail\h206_png_jpg.rf.2d00f9d5891dab921c11f6f3b92529f0.jpg,Healthy Nail,434.3547098395134,12,1.8518518518518519
Healthy Nail\h209_png_jpg.rf.192f4e19298f136db7d387d46920fc91.jpg,Healthy Nail,461.92757597642924,4,1.0
Healthy Nail\h230_png_jpg.rf.03cd7794628ae7d36255b04514156b86.jpg,Healthy Nail,454.3915099863502,5,1.0403225806451613
Healthy Nail\h232_png_jpg.rf.2ce5cc57df66a1d9bdcac9e427c434ca.jpg,Healthy Nail,483.4479815090294,4,1.0344827586206897
Healthy Nail\h240_png_jpg.rf.9bcac92e55c55f9664c1dae467f873d5.jpg,Healthy Nail,578.128122761065,4,0.9624060150375939
Healthy Nail\h245_png_jpg.rf.4c60a53c27b1860f61ba27ec3ad68450.jpg,Healthy Nail,419.6537490577779,7,1.0135135135135136
Healthy Nail\h265_png_jpg.rf.8437a9ac75b36f823c92bad5d1626bb2.jpg,Healthy Nail,315.8371710813399,3,1.0
Healthy Nail\h267_png_jpg.rf.741a6925bbe17ce5cc9e936aae2a45b7.jpg,Healthy Nail,376.591546675503,4,1.0223880597014925
Healthy Nail\h276_png_jpg.rf.5b4f162bec75ef1fb1c8a0ae768c6a7d.jpg,Healthy Nail,396.46366843088504,11,0.8380281690140845
Healthy Nail\h94_png_jpg.rf.b01c7839a1a2186b2b5536eef16de8bb.jpg,Healthy Nail,389.2457690175588,3,1.0
Koilonychia\Screen-Shot-2021-11-16-at-10-00-11-PM_png_jpg.rf.8c4cc58f3ad5bea985980592dc554e01.jpg,Koilonychia,449.6950628104281,1,1.0495867768595042
Koilonychia\Screen-Shot-2021-11-16-at-10-00-15-PM_png_jpg.rf.f04ff74e9ac55dd18b5ddbacd4129534.jpg,Koilonychia,450.51346452584136,1,1.064748201438849
Koilonychia\Screen-Shot-2021-11-16-at-10-00-18-PM_png_jpg.rf.a2859b814add8919ff8b1b0b1d95e7e9.jpg,Koilonychia,507.2198154116306,3,0.9861111111111112
Koilonychia\Screen-Shot-2021-11-16-at-10-03-57-PM_png_jpg.rf.39f13a3452a040eeaa8653b8a5bdc64f.jpg,Koilonychia,385.54810999346194,10,1.3636363636363635
Koilonychia\Screen-Shot-2021-11-16-at-10-04-26-PM_png_jpg.rf.0b1ff13bfa186a823e9b43a345f4de97.jpg,Koilonychia,621.4579595014415,1,1.0
Koilonychia\Screen-Shot-2021-11-16-at-10-11-05-PM_png_jpg.rf.e99ab1bfb37cb6c0bd93bc3c7705436e.jpg,Koilonychia,622.8463216631433,1,0.9666666666666667
Koilonychia\Screen-Shot-2021-11-16-at-10-11-25-PM_png_jpg.rf.83e87ce8d6bed8f9200d15e10f34c22f.jpg,Koilonychia,491.89566944882125,1,0.9256198347107438
Koilonychia\Screen-Shot-2021-11-16-at-10-13-51-PM_png_jpg.rf.bfc406b9b3650c94206163cc399c2c03.jpg,Koilonychia,584.5779148308287,2,0.7730496453900709
Koilonychia\Screen-Shot-2021-11-16-at-10-14-30-PM_png_jpg.rf.13eae8106f5cf1d5a850a8394a900cbc.jpg,Koilonychia,515.5976506008967,3,0.94
Koilonychia\Screen-Shot-2021-11-16-at-9-52-31-PM_png_jpg.rf.13f7b75b93b5eb96fe455c786c2ef90b.jpg,Koilonychia,570.9312610266904,1,1.1194029850746268
Koilonychia\Screen-Shot-2021-11-16-at-9-52-49-PM_png_jpg.rf.41d42d9285141a19ca21d14159dac2dd.jpg,Koilonychia,494.3653786892763,7,0.9
Koilonychia\Screenshot 2025-10-10 at 4.16.41 PM.png,Koilonychia,624.2293503714694,6,1.1194029850746268
Koilonychia\Screenshot 2025-10-10 at 4.16.48 PM.png,Koilonychia,388.2924394132648,2,1.0
Koilonychia\Screenshot 2025-10-10 at 4.17.05 PM.png,Koilonychia,364.3615338296588,4,1.0
Koilonychia\Screenshot 2025-10-25 222002.png,Koilonychia,404.74874874071224,1,1.0714285714285714
Koilonychia\k107_png_jpg.rf.a47d8964e7e50f17e5139b31c1fbcde0.jpg,Koilonychia,504.4290476028643,5,1.0
Koilonychia\k109_png_jpg.rf.561465a81a242e56bc74b299d1ae7764.jpg,Koilonychia,340.18742801192644,2,1.0
Koilonychia\k110_png_jpg.rf.26846fca39d9ee9350144bed9a0391b9.jpg,Koilonychia,634.5257205153665,6,0.9
Koilonychia\k111_png_jpg.rf.ee30f161160096c4242797e8cf64f1b6.jpg,Koilonychia,486.31466390636814,4,1.0
Koilonychia\k135_png_jpg.rf.407fee7c4e23558ae4083fcf134ffcc9.jpg,Koilonychia,398.35201670834925,4,0.8315789473684211
Koilonychia\k143_png_jpg.rf.ba070176e7cd36269fb96ca510052afb.jpg,Koilonychia,471.7435189535292,1,0.927536231884058
Koilonychia\k155_png_jpg.rf.c1c1b60e86659c3fee0bc893c08c1ec4.jpg,Koilonychia,317.37215341741717,1,1.0
Koilonychia\k156_png_jpg.rf.eefa019461f1120330d63bdffdb70011.jpg,Koilonychia,344.3486927661703,1,1.0
Koilonychia\k179_png_jpg.rf.95261349670c58dca93929a18115de8e.jpg,Koilonychia,519.3635616444462,1,1.0
Koilonychia\k181_png_jpg.rf.afce345634c1029350d7d22ca18b245c.jpg,Koilonychia,648.6920328557047,21,0.9541984732824428
Koilonychia\k182_png_jpg.rf.52b98e34bb6ac6291fc825a34992065f.jpg,Koilonychia,485.72882504963263,1,1.1811023622047243
Koilonychia\k62_png_jpg.rf.8fb9779282b623a5d5dca93bad7517cb.jpg,Koilonychia,411.1334303511165,4,1.0
Koilonychia\k69_png_jpg.rf.9fdcd9aa0a347164e03f100394a31e6a.jpg,Koilonychia,578.3314069750104,1,1.1538461538461537
Koilonychia\k72_png_jpg.rf.961210d454464f52551f88bc4e9cbf19.jpg,Koilonychia,340.57602119206035,1,1.0
Koilonychia\k79_png_jpg.rf.491eca901e1869f1fdbfff8f4e151459.jpg,Koilonychia,571.6811443718342,1,0.92
Koilonychia\k81_png_jpg.rf.83b2e2aa0dced73e48fa432c74bbf764.jpg,Koilonychia,389.92966374394456,2,1.0
Koilonychia\k92_png_jpg.rf.d5fd5cc5684e52b220017bc68b63e5bd.jpg,Koilonychia,414.3804580475173,4,0.8115942028985508
Koilonychia\koilonychia-10_jpg.rf.c6ca614fe20b464cbbd7b6efcc889d6d.jpg,Koilonychia,650.2475778540835,5,1.0222222222222221
Koilonychia\koilonychia-1_jpg.rf.65d4b582044b499ddfc2785b5bbee81d.jpg,Koilonychia,401.33963100948233,1,1.2605042016806722
Koilonychia\koilonychia-9_jpg.rf.64274d492a067d96453ad836c0b13d51.jpg,Koilonychia,659.1222407988101,9,1.5402298850574712
Onychogryphosis\Screenshot 2025-10-25 210455.png,Onychogryphosis,813.8084163262092,8,1.094890510948905
Onychogryphosis\Screenshot 2025-10-25 210520.png,Onychogryphosis,739.4188482740506,15,1.3513513513513513
Onychogryphosis\Screenshot 2025-10-25 210530.png,Onychogryphosis,705.8073430216516,14,0.9927536231884058
Onychogryphosis\Screenshot 2025-10-25 210539.png,Onychogryphosis,644.7344705278026,7,0.88
Onychogryphosis\Screenshot 2025-10-25 210557.png,Onychogryphosis,864.7423424318471,10,1.0
Onychogryphosis\Screenshot 2025-10-25 210607.png,Onychogryphosis,852.1926091033638,13,1.2820512820512822
Onychogryphosis\Screenshot 2025-10-25 210617.png,Onychogryphosis,462.9577843551457,3,1.0
Onychogryphosis\Screenshot 2025-10-25 210627.png,Onychogryphosis,694.7203375130448,11,1.1666666666666667
Onychogryphosis\Screenshot 2025-10-25 210636.png,Onychogryphosis,517.5729654454926,4,1.1811023622047243
Onychogryphosis\Screenshot 2025-10-25 210645.png,Onychogryphosis,723.1398437272544,21,1.4705882352941178
Onychogryphosis\Screenshot 2025-10-25 210732.png,Onychogryphosis,800.8544976228118,10,0.7829457364341085
Onychogryphosis\Screenshot 2025-10-25 210743.png,Onychogryphosis,776.2433754382561,18,1.0326086956521738
